snd	9.022216796875	S	8151	0	0
rcv	9.022216796875	SA	3415	0	8152
snd	10.025634765625	A	8152	0	3416
snd	11.02783203125	D	8152	12	3416
snd	11.02783203125	D	8164	12	3416
snd	11.02783203125	D	8176	12	3416
snd	11.02783203125	D	8188	12	3416
snd	12.044677734375	D	8200	12	3416
snd	12.044677734375	D	8212	12	3416
snd	12.044677734375	D	8224	12	3416
snd	12.044677734375	D	8236	12	3416
snd	13.031982421875	D	8248	12	3416
snd	13.031982421875	D	8260	12	3416
snd	13.031982421875	D	8272	12	3416
drop	13.031982421875	D	8284	12	3416
rcv	13.031982421875	A	3416	0	8164
rcv	13.031982421875	A	3416	0	8176
rcv	13.031982421875	A	3416	0	8188
rcv	13.031982421875	A	3416	0	8200
rcv	13.031982421875	A	3416	0	8212
rcv	13.031982421875	A	3416	0	8224
rcv	13.031982421875	A	3416	0	8236
rcv	13.031982421875	A	3416	0	8248
rcv	13.031982421875	A	3416	0	8260
rcv	13.031982421875	A	3416	0	8272
rcv	13.031982421875	A	3416	0	8284
snd	14.035888671875	D	8284	12	3416
snd	14.035888671875	D	8296	12	3416
drop	14.035888671875	D	8308	12	3416
snd	14.035888671875	D	8320	12	3416
snd	14.035888671875	D	8332	12	3416
snd	14.035888671875	D	8344	12	3416
snd	15.038330078125	D	8356	12	3416
drop	15.038330078125	D	8368	12	3416
snd	15.038330078125	D	8380	12	3416
drop	15.038330078125	D	8392	12	3416
snd	15.038330078125	D	8404	12	3416
snd	15.038330078125	D	8416	12	3416
rcv	15.038330078125	A	3416	0	8296
rcv	15.038330078125	A	3416	0	8308
rcv	15.038330078125	A	3416	0	8308
rcv	15.038330078125	A	3416	0	8308
rcv	15.038330078125	A	3416	0	8308
rcv	15.038330078125	A	3416	0	8308
rcv	15.038330078125	A	3416	0	8308
rcv	15.038330078125	A	3416	0	8308
rcv	15.038330078125	A	3416	0	8308
snd	15.038330078125	D	8308	12	3416
snd	16.065185546875	D	8320	12	3416
drop	16.065185546875	D	8332	12	3416
snd	16.065185546875	D	8344	12	3416
snd	16.065185546875	D	8356	12	3416
snd	16.065185546875	D	8368	12	3416
snd	16.065185546875	D	8380	12	3416
snd	17.043212890625	D	8392	12	3416
snd	17.043212890625	D	8404	12	3416
snd	17.043212890625	D	8416	12	3416
snd	17.043212890625	D	8428	12	3416
snd	18.045654296875	D	8440	12	3416
rcv	18.045654296875	A	3416	0	8320
rcv	18.045654296875	A	3416	0	8368
rcv	18.045654296875	A	3416	0	8368
rcv	18.045654296875	A	3416	0	8368
rcv	18.045654296875	A	3416	0	8380
rcv	18.045654296875	A	3416	0	8392
rcv	18.045654296875	A	3416	0	8404
rcv	18.045654296875	A	3416	0	8428
rcv	18.045654296875	A	3416	0	8428
rcv	18.045654296875	A	3416	0	8440
rcv	18.045654296875	A	3416	0	8452
snd	18.045654296875	D	8452	12	3416
snd	18.045654296875	D	8464	12	3416
snd	18.045654296875	D	8476	12	3416
snd	18.045654296875	D	8488	12	3416
snd	18.045654296875	D	8500	12	3416
snd	19.048095703125	D	8512	12	3416
snd	19.048095703125	D	8524	12	3416
snd	19.048095703125	D	8536	12	3416
snd	19.048095703125	D	8548	12	3416
snd	20.0517578125	D	8560	12	3416
snd	20.0517578125	D	8572	12	3416
snd	20.0517578125	D	8584	12	3416
rcv	20.0517578125	A	3416	0	8464
rcv	20.0517578125	A	3416	0	8476
rcv	20.0517578125	A	3416	0	8488
rcv	20.0517578125	A	3416	0	8500
rcv	20.0517578125	A	3416	0	8512
rcv	20.0517578125	A	3416	0	8524
rcv	20.0517578125	A	3416	0	8536
rcv	20.0517578125	A	3416	0	8548
rcv	20.0517578125	A	3416	0	8560
rcv	20.0517578125	A	3416	0	8572
rcv	20.0517578125	A	3416	0	8584
rcv	20.0517578125	A	3416	0	8596
snd	20.0517578125	D	8596	12	3416
snd	20.0517578125	D	8608	12	3416
snd	20.0517578125	D	8620	12	3416
snd	21.072998046875	D	8632	12	3416
snd	21.072998046875	D	8644	12	3416
snd	21.072998046875	D	8656	12	3416
snd	21.072998046875	D	8668	12	3416
snd	21.072998046875	D	8680	12	3416
snd	21.072998046875	D	8692	12	3416
snd	22.076171875	D	8704	12	3416
snd	22.076171875	D	8716	12	3416
snd	22.076171875	D	8728	12	3416
rcv	22.076171875	A	3416	0	8608
rcv	22.076171875	A	3416	0	8620
rcv	22.076171875	A	3416	0	8632
rcv	23.0595703125	A	3416	0	8644
rcv	23.0595703125	A	3416	0	8656
rcv	23.0595703125	A	3416	0	8668
rcv	23.0595703125	A	3416	0	8680
rcv	23.0595703125	A	3416	0	8692
rcv	23.0595703125	A	3416	0	8704
rcv	23.0595703125	A	3416	0	8716
rcv	23.0595703125	A	3416	0	8728
rcv	23.0595703125	A	3416	0	8740
snd	23.0595703125	D	8740	12	3416
snd	23.0595703125	D	8752	12	3416
snd	23.0595703125	D	8764	12	3416
snd	23.0595703125	D	8776	12	3416
snd	23.0595703125	D	8788	12	3416
snd	24.08154296875	D	8800	12	3416
snd	24.08154296875	D	8812	12	3416
snd	24.08154296875	D	8824	12	3416
snd	24.08154296875	D	8836	12	3416
snd	24.08154296875	D	8848	12	3416
snd	24.08154296875	D	8860	12	3416
drop	24.08154296875	D	8872	12	3416
rcv	24.08154296875	A	3416	0	8752
rcv	24.08154296875	A	3416	0	8764
rcv	24.08154296875	A	3416	0	8776
rcv	24.08154296875	A	3416	0	8788
rcv	24.08154296875	A	3416	0	8800
rcv	24.08154296875	A	3416	0	8812
rcv	24.08154296875	A	3416	0	8824
rcv	24.08154296875	A	3416	0	8836
rcv	24.08154296875	A	3416	0	8848
rcv	25.08642578125	A	3416	0	8860
rcv	25.08642578125	A	3416	0	8872
snd	25.08642578125	D	8872	12	3416
snd	25.08642578125	D	8884	12	3416
snd	25.08642578125	D	8896	12	3416
snd	25.08642578125	D	8908	12	3416
snd	25.08642578125	D	8920	12	3416
snd	25.08642578125	D	8932	12	3416
